"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"184","DJ Turner","WR","FA","-","-","-","-","-","-","2","0","0","0","0","-","-","0.6","-","-","-","-","0.4","2.6"
"185","Daylen Baldwin","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.5","-","-","-","2.5","2.5"
"186","Simi Fehoko","WR","FA","1.2","0","1.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.8","2.4"
"186","Dareke Young","WR","SEA","-","-","-","-","-","-","-","0","0","-","BYE","-","0","-","0","0","0","2.4","0.3","2.4"
"186","Dezmon Patmon","WR","CAR","-","2.4","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","2.4","2.4"
"189","Andy Isabella","WR","BUF","1","-","1.1","-","-","-","BYE","-","-","-","-","-","-","-","-","0","0.1","-","0.6","2.2"
"190","Cade Johnson","WR","SEA","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","0","2.1","1.1","2.1"
"190","Pharoh Cooper","WR","FA","-","-","-","-","-","-","-","-","-","-","-","0","-","0","-","0","0.8","1.3","0.4","2.1"
"192","Lil'Jordan Humphrey","WR","DEN","-","1.1","0","0.9","0","-","-","-","BYE","-","-","-","-","-","-","-","-","-","0.5","2"
"192","Penny Hart","WR","ATL","-","-","1.5","-","-","-","-","-","-","-","-","-","-","BYE","0.3","0.2","-","-","0.7","2"
"194","Danny Gray","WR","SF","-","0","-","-","0","-","0","-","BYE","-","-","-","-","1","0","0","0.9","-","0.3","1.9"
"195","Keith Kirkwood","WR","NO","-","-","-","-","0.4","1.4","-","-","-","-","-","-","-","BYE","-","0","-","-","0.6","1.8"
"196","Juwann Winfree","WR","IND","1.7","-","0","-","-","0","-","-","-","-","-","-","-","BYE","-","-","-","-","0.6","1.7"
"197","Dennis Houston","WR","FA","1.6","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.8","1.6"
"198","Quintez Cephus","WR","DET","-","0","0","1.5","-","BYE","-","-","-","-","-","-","-","-","-","-","-","-","0.5","1.5"
"198","Frank Darby","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5","1.5","1.5"
"198","Bryan Edwards","WR","FA","0","0.2","-","-","1","-","-","0.3","-","-","-","-","-","-","-","-","-","-","0.4","1.5"
"201","Nsimba Webster","WR","CHI","-","-","-","-","-","-","-","-","-","-","-","-","-","BYE","1.4","-","-","-","1.4","1.4"
"202","Austin Trammell","WR","LAR","-","-","-","-","-","-","BYE","-","-","-","-","-","0.8","0.5","-","-","-","-","0.7","1.3"
"203","Jalen Tolbert","WR","DAL","-","-","0.4","-","-","-","-","-","BYE","0","0.8","-","-","-","-","-","-","-","0.4","1.2"
"204","Montrell Washington","WR","KC","0","1.9","0","0.4","0.9","-2","0.2","0.1","-","0","0","-0.2","-0.1","0","0","0","-","-","0.1","1.2"
"205","Miles Boykin","WR","PIT","0","0","0","-","1.1","0","-","0","BYE","-","-","-","-","0","0","-","0","0","0.1","1.1"
"206","Tyron Johnson","WR","DAL","-","-","-","0","-","-","-","-","0.8","-","-","-","-","-","-","-","-","-","0.4","0.8"
"207","Jalen Camp","WR","FA","-","-","-","-","-","-","-","-","0.7","-","-","-","-","-","-","-","-","-","0.7","0.7"
"207","Maurice Alexander","WR","DET","-","-","-","0","0","BYE","-","0.7","-","-","-","-","-","-","-","-","-","-","0.2","0.7"
"209","C.J. Board","WR","FA","-","-","-","-","-","-","-","-","-","0","0","0","0.6","-","-","-","-","-","0.2","0.6"
"210","Jason Moore Jr.","WR","FA","-","-","-","-","-","-","0.5","-","-","-","-","-","-","-","-","-","-","-","0.5","0.5"
"211","Mason Kinsey","WR","TEN","-","-","-","-","-","BYE","0.3","-","-","-","-","-","-","-","0","-","-","-","0.2","0.3"
"211","Erik Ezukanma","WR","MIA","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","0.3","0.3","0.3"
"213","Cody White","WR","FA","-","-","-","-","-","-","-","-","-","-","-","0.2","-","-","-","-","-","-","0.2","0.2"
"214","Tay Martin","WR","SF","-","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","0","-","0","0"
"214","Alex Erickson","WR","LAC","-","-","-","-","-","-","-","BYE","-","-","-","0","0","-","-","-","-","-","0","0"
"214","Alex Bachman","WR","FA","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","0","0"
"214","Emeka Emezie","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","-","-","-","0","0"
